iyear,eventid,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1996,199604080006,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080006, 199604080005, 199604080007, 199604080008, 199604080009, 199604080010, 199604080011, 199604080012, 199604080013"
1996,199604080007,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080007, 199604080005, 199604080006, 199604080008, 199604080009, 199604080010, 199604080011, 199604080012, 199604080013"
1996,199604080008,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080008, 199604080005, 199604080006, 199604080007, 199604080009, 199604080010, 199604080011, 199604080012, 199604080013"
1996,199604080009,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080009, 199604080005, 199604080006, 199604080007, 199604080008, 199604080010, 199604080011, 199604080012, 199604080013"
1996,199604080010,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080010, 199604080005, 199604080006, 199604080007, 199604080008, 199604080009, 199604080011, 199604080012, 199604080013"
1996,199604080011,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080011, 199604080005, 199604080006, 199604080007, 199604080008, 199604080009, 199604080010, 199604080012, 199604080013"
1996,199604080012,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080012, 199604080005, 199604080006, 199604080007, 199604080008, 199604080009, 199604080010, 199604080011, 199604080013"
1996,199604080013,4,8,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Vehicle,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,Insurgents,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080013, 199604080005, 199604080006, 199604080007, 199604080008, 199604080009, 199604080010, 199604080011, 199604080012"
1996,199604080014,4,8,,0,,45,Colombia,3,South America,Norte de Santander,Unknown,7.946283,-72.898807,4,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29,Military Unit/Patrol/Convoy,military,military patrol,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Mine,7,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604080015,4,8,,0,,45,Colombia,3,South America,Norte de Santander,Unknown,7.946283,-72.898807,4,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Military Patrol,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,MINK,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604080016,4,8,,0,,45,Colombia,3,South America,Unknown,unknown,,,5,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,106,Gas,unknown,gas pipeline,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080016, 199604080017"
1996,199604080017,4,8,,0,,45,Colombia,3,South America,Unknown,unknown,,,5,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,106,Gas,unknown,gas pipeline,45,Colombia,,,,,,,,,,,,,,,,,Left-Wing Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604080017, 199604080016"
1996,199604080018,4,8,,0,,92,India,6,South Asia,Tamil Nadu,Rajapalayam,9.451517,77.554421,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,1,Business,9,Farm/Ranch,Unknown,Shepherd,92,India,,,,,,,,,,,,,,,,,Rival caste,,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604080019,4,8,,0,,92,India,6,South Asia,Tamil Nadu,Rajapalayam,9.451517,77.554421,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,19,Transportation,105,Taxi/Rickshaw,Unknown,Rickshaw-puller,92,India,,,,,,,,,,,,,,,,,Rival caste,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604080020,4,8,,0,,92,India,6,South Asia,Jammu and Kashmir,Pulwama district,33.871517,74.89955,3,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Congress Party,Ghulam Hassan Mir,92,India,,,,,,,,,,,,,,,,,Muslim Separatists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604080021,4,8,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Polish Embassy,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090001,4,9,,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,10,Journalists & Media,55,Television Journalist/Staff/Facility,State-run Pakistani TVstation,Cars in Parking lot,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090002,4,9,,0,,213,Uganda,11,Sub-Saharan Africa,Unknown,Aburu,,,5,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,Village,213,Uganda,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,30,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,10,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090003,4,9,,0,,19,Bangladesh,6,South Asia,Chittagong,Chittagong,22.341896,91.815117,1,0,,,1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,9,Unknown,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Bangladesh National Party (BNP),BNP Militants,19,Bangladesh,,,,,,,,,,,,,,,,,Opposition Militants,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,150,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090004,4,9,,0,,19,Bangladesh,6,South Asia,Chittagong,Chittagong,22.341896,91.815117,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Nationalist Youth Party,Leader,19,Bangladesh,,,,,,,,,,,,,,,,,Opposition Militants,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090005,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090006,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090007,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090008,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090009,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090010,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090011,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090012,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090013,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090014,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090015,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090016,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090017,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090018,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090019,4,9,,0,,19,Bangladesh,6,South Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,19,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090020,4,9,,0,,19,Bangladesh,6,South Asia,Chittagong,Chittagong,22.341896,91.815117,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Nationalist Youth Party,Leader,19,Bangladesh,,,,,,,,,,,,,,,,,Opposition Militants,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090021,4,9,,1,26-04-1996,26,Bolivia,3,South America,Santa Cruz,Santa Cruz,-17.783219,-63.182042,1,0,,,1,1,1,-9,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,7,Retail/Grocery/Bakery,Unk; chain of photographic labs,Franklin Hernard*,43,Chile,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,16,,Bolivia,0,,,,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,-9,-9,1,1,
1996,199604090022,4,9,,0,,36,Cambodia,5,Southeast Asia,Siem Reap,Unknown,13.344637,103.847055,4,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",military,3rd division commander BGen Sim Boul,36,Cambodia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Land mine,1,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090023,4,9,,0,,60,Egypt,10,Middle East & North Africa,,Cairo,30.084629,31.334314,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3,Bank/Commerce,,Bank,60,Egypt,,,,,,,,,,,,,,,,,Al-Gama'at al-Islamiyya (IG),,,,,,,0,,,0,5,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1996,199604090024,4,9,,0,,75,Germany,8,Western Europe,North Rhine-Westphalia,Essen,51.457935,7.014828,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,,Turkish Woman,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1996,199604090025,4,9,,0,,75,Germany,8,Western Europe,Saxony-Anhalt,Halle,51.482166,11.965814,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,Aldi,Aldi Supermarket,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,1,150000,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604090025, 199604090026"
1996,199604090026,4,9,,0,,75,Germany,8,Western Europe,Saxony,Leipzig,51.339673,12.371364,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,Aldi,Aldi Supermarket,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,1,150000,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199604090026, 199604090025"
1996,199604090027,4,9,,0,,92,India,6,South Asia,Manipur,Tronglow-Kanghphal,24.663717,93.906269,1,1,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Government,Police convoy,92,India,,,,,,,,,,,,,,,,,Separatists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,12,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090028,4,9,,0,,92,India,6,South Asia,Jammu and Kashmir,Pinjarar,33.440556,75.806111,2,0,,,1,1,1,-9,,,0,0,0,2,Armed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Unknown,Independent parl. candidate Ghulam Nabi Shah,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604090029,4,9,,0,,97,Israel,10,Middle East & North Africa,Northern,Galilee district,32.9,35.33333,3,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,town,97,Israel,,,,,,,,,,,,,,,,,Hezbollah,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rocket,0,,,6,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
1996,199604100001,4,10,,1,07-05-1996,153,Pakistan,6,South Asia,Balochistan,Unknown,28.312161,65.663892,4,0,,,1,1,1,-9,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,18,Tourists,97,Tourist,N/A,"German cyclist/tourist albert muller, 56",75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,22,,Pakistan,0,,,,,,3,Hostage(s) escaped (not during rescue attempt),1,,,,,PGIS,-9,-9,1,1,
1996,199604100002,4,10,,0,,160,Philippines,5,Southeast Asia,Zamboanga del Sur,Malangas,7.628307,123.031334,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,85,Religious Figure,Muslim religion,"Home of muslim religious leader Iman Kamsa Salsa, 76",160,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb - homemade,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199604100003,4,10,,0,,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",police,Escuela de Gendarmeria Prison Guard School,43,Chile,,,,,,,,,,,,,,,,,Manuel Rodriguez Patriotic Front (FPMR),,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,6,Explosives,7,Grenade,,,,,,,,,Grenade,2,,1,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
